"","sample","time","OTU54","OTU295","OTU865","OTU42","OTU31","OTU317","OTU24","OTU190","OTU1094","OTU18","OTU357","OTU57","OTU790","OTU979","OTU30","OTU138","OTU850","OTU72","OTU435","OTU211","OTU738","OTU142","OTU256","OTU458","OTU236","OTU315","OTU354","OTU736","OTU1073","OTU128","OTU1242","OTU53","OTU322","OTU785","OTU302","OTU25","OTU721","OTU129","OTU374","OTU914","OTU861","OTU516","OTU281","OTU1243","OTU508","OTU1002","OTU1026","OTU703","OTU527","OTU1111","OTU1075","OTU690","OTU807","OTU64","OTU1117","OTU744","OTU46","OTU32","OTU655","OTU537","OTU159","OTU729","OTU149","OTU384","OTU382","OTU875","OTU38","OTU1028","OTU777","OTU59","OTU695","OTU309","OTU766","OTU521","OTU398","OTU488","OTU373","OTU932","OTU245","OTU418","OTU1","OTU234","OTU745","OTU708","OTU871","OTU395","OTU730","OTU1088","OTU68","OTU85","OTU764","OTU381","OTU80","OTU76","OTU830","OTU1101","OTU33","OTU523","OTU1015","OTU48","OTU1225","OTU706","OTU825","OTU184","OTU50","OTU19","OTU1041","OTU827","OTU751","OTU420","OTU495","OTU525","OTU772","OTU771","OTU487","OTU1014","OTU204","OTU449","OTU446","OTU630","OTU1235","OTU718","OTU1069","OTU870","OTU288","OTU444","OTU84","OTU821","OTU396","OTU75","OTU329","OTU346","OTU978","OTU714","OTU590","OTU108","OTU868","OTU45","OTU325","OTU415","OTU1234","OTU765","OTU720","OTU945","OTU51","OTU1105","OTU734","OTU270","OTU136","OTU705","OTU36","OTU463","OTU750","OTU728","OTU379","OTU731","OTU833","OTU78","OTU228","OTU616","OTU404","OTU803","OTU801","OTU112","OTU246","OTU47","OTU401","OTU724","OTU878","OTU1184","OTU691","OTU1110","OTU836","OTU1078","OTU529","OTU343","OTU1113","OTU798","OTU1232","OTU260","OTU65","OTU41","OTU710","OTU1074","OTU146","OTU21","OTU333","OTU685","OTU4","OTU709","OTU352","OTU873","OTU908","OTU788","OTU297","OTU1077","OTU815","OTU532","OTU6","OTU450","OTU524","OTU125","OTU1021","OTU63","OTU1229","OTU390","OTU610","OTU1100","OTU67","OTU319","OTU274","OTU802","OTU752","OTU837","OTU225","OTU505","OTU436","OTU437","OTU864","OTU717","OTU862","OTU533","OTU389","OTU689","OTU789","OTU156","OTU832","OTU753","OTU209","OTU740","OTU711","OTU79","OTU1239","OTU202","OTU383","OTU743","OTU86","OTU704","OTU732","OTU1237","OTU956","OTU5","OTU1139","OTU692","OTU1135","OTU723","OTU151","OTU522","OTU768","OTU770","OTU1192","OTU338","OTU1207","OTU3","OTU867","OTU885","OTU819","OTU55","OTU122","OTU447","OTU716","OTU1233","OTU698","OTU34","OTU1082","OTU534","OTU769","OTU387","OTU89","OTU889","OTU767","OTU905","OTU263","OTU261","OTU1018","OTU426","OTU29","OTU786","OTU82","OTU386","OTU376","OTU943","OTU179","OTU7","OTU312","OTU481","OTU737","OTU20","OTU320","OTU774","OTU626","OTU434","OTU605","OTU456","OTU863","OTU893","OTU70","OTU1236","OTU1090","OTU952","OTU69","OTU37","OTU999","OTU872","OTU810","OTU496","OTU1104","OTU707","OTU1001","OTU1031","OTU795","OTU466","OTU866","OTU427","OTU279","OTU469","OTU792","OTU49","OTU712","OTU1093","OTU460","OTU272","OTU874","OTU375","OTU345","OTU869","OTU797","OTU509"
"123","B2424","LOS3-middle disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,19,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,208,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,4,0,1,0,0,4,0,0,0,0,0,18,0,0,0,0,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,8,9915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,10,0,4441,0,12,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,13240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"124","B2428","LOS3-late disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,419,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"125","B2434","LOS3-post disease",0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,5791,0,0,0,0,0,0,0,0,0,22,0,0,0,0,54,0,116,0,0,41,0,0,1408,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,14,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,234,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,6,0,12278,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,5036,0,0,0,0,0,0,0,9,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,239,0,0
"126","B2438","LOS3-post disease",0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10406,0,2,0,0,18,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4936,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,73,128,14,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,81,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,1,0,0
"127","B2442","LOS3-post disease",0,0,2,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,79,0,0,0,0,0,737,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,58,0,0,0,0,0,0,50,0,93,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3601,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,2,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,370,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,120,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,6,17238,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3839,0,2,0,3,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","B3001","control16-early post partum",1,0,1,0,0,54,0,0,2,1,0,27,0,10,5564,1,1,0,0,16,2,15,5,0,0,3,1,384,1,128,0,0,34,0,0,5,4,0,0,1,29,0,0,0,0,12,314,0,2,90,1,0,0,0,0,3,328,0,0,0,4,229,10,8,0,2,5,33,21,2,8,2,0,2,7,0,0,74,0,0,0,526,8,0,1,9,357,13,0,44,0,1,2,0,5,3,0,0,0,286,0,1,5,0,0,1,65,2,5,0,5,25,0,0,0,2,0,0,1,0,6,11,1352,46,28,3,48,8,0,0,0,2,2,233,2,27,3,1,1669,0,0,0,9,0,5,29,204,0,0,0,3,0,8,420,2,406,2,7,7,3,5,6,1,7,5,4,4137,14,13,1,0,2,3,7,0,1,41,0,3,1,0,1,7,0,0,2,11,0,2,0,0,2,2,0,0,0,0,3,0,26,4,106,16,1,1,0,1,2,0,11,19,24,721,0,32,0,0,0,0,5,71,50,0,0,354,0,0,3,5,1,0,0,1,12,1,946,488,7,13,4,10,0,0,5,1,6,0,0,0,1,0,3,0,0,17,255,0,0,188,1,4,0,9,301,0,0,5,2,3564,415,0,42,4,48,4,0,700,0,20,22,2,0,1,0,0,0,11,4,1,80,0,0,1,2,0,4,0,8,4,6,0,54,752,5,175,0,0,1,281,1,152,0,0,226,6,0,7,0,0,12,0,0,2,0,0,0,3,0
"129","B3002","control16-early post partum",2,0,1,0,3,50,0,0,1,2,0,30,0,5,4659,1,1,0,0,11,74,18,9,0,1,2,1,297,4,127,0,1,51,1,14,27,5,0,0,0,89,0,0,4,0,5,272,1,4,150,0,0,0,0,2,0,270,1,4,1,4,241,4,7,0,0,9,40,36,4,6,2,0,1,4,0,0,91,0,0,0,1225,10,2,2,11,345,9,0,97,0,1,0,0,4,4,0,0,0,90,1,0,0,5,0,1,44,2,1,0,1,20,3,3,0,5,0,0,0,1,7,6,960,36,37,7,43,10,0,0,2,0,5,230,3,26,7,0,1421,0,1,0,7,0,3,133,195,0,0,0,0,0,163,347,0,350,0,16,7,5,0,9,0,7,8,4,3514,46,5,10,0,1,0,3,0,2,33,2,1,0,0,0,98,5,0,6,6,0,5,0,0,1,3,0,1,0,1,10,0,18,9,83,10,6,1,0,0,9,0,20,15,21,647,0,18,0,1,0,0,2,213,88,0,0,748,2,0,1,0,1,3,0,0,11,0,725,399,7,9,2,11,3,0,18,0,0,0,0,0,0,3,22,0,0,25,200,1,1,479,0,2,0,13,452,1,0,169,0,3099,332,0,89,2,30,3,0,2078,0,27,5,0,0,0,0,6,0,7,4,0,92,0,0,1,0,0,3,0,13,1,2,0,37,556,3,169,0,0,6,249,2,137,0,0,181,3,0,8,0,0,11,0,1,1,0,0,7,15,0
"130","B3004","control16-early pre-onset",0,0,0,0,1,25,2,0,0,0,4,15,0,4,2746,0,0,0,0,7,32,14,0,0,0,2,1,169,1,65,0,1,39,0,12,13,2,0,0,2,51,0,0,5,0,5,155,0,3,28,0,0,0,0,2,0,167,0,0,0,1,137,2,6,0,9,3,33,22,2,5,2,0,0,7,0,0,34,0,0,0,454,4,0,0,2,223,7,0,36,0,1,0,0,2,1,1,0,0,16,0,0,2,0,0,2,17,0,1,0,2,6,1,0,0,1,0,0,0,3,4,1,680,22,17,2,17,5,0,0,2,2,2,372,3,14,4,0,872,0,1,0,9,0,11,23,121,4,0,0,0,0,7,220,1,192,2,7,4,4,0,4,2,4,3,3,1990,23,3,0,0,0,2,2,0,0,30,2,3,0,0,0,15,0,0,2,8,0,0,0,0,0,1,0,1,0,0,3,0,16,2,55,5,5,1,0,1,0,0,7,6,12,400,5,9,0,0,0,0,6,1277,38,0,0,305,0,1,3,3,0,0,0,0,8,0,426,236,0,5,1,7,0,1,79,1,1,0,0,0,0,0,4,0,0,13,131,0,0,183,2,3,0,240,147,1,0,13,0,1841,212,0,23,2,22,5,0,12022,0,17,3,1,0,0,0,1,0,3,3,6,25,0,0,0,0,0,1,0,9,0,1,0,23,342,1,80,0,0,4,133,2,58,0,1,119,2,0,9,0,0,4,0,0,0,0,4,9,3,0
"131","B3007","control16-early pre-onset",0,0,1,0,0,0,0,0,0,0,0,0,0,1,150,1,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,60,0,1,44,0,0,2086,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,55,0,0,0,0,5,0,0,5,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3523,32,1,1,1,2,0,0,0,0,0,0,18,0,1,0,0,54,0,0,0,0,0,415,1,0,0,0,0,0,0,1,6,0,0,0,0,3,0,0,0,0,0,0,0,11,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,859,1,0,2,10668,0,0,0,0,144,1,0,0,0,0,9,13,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,5,0,0,13,0,0,0,0,3,0,0,0,0,14,5,0,0,0,3,0,0,9603,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18,0,11,0,0,6,9,0,3,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","B3010","control16-late pre-onset",0,0,2,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,39,0,0,313,0,0,1980,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4396,5,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,13,1,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,17905,0,0,0,0,172,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,2,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","B3014","control16-late pre-onset",0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,1,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,66,0,0,0,0,0,0,25,0,2190,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3315,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,0,4,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,72,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,55,0,16,13,18287,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2991,0,1,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","B3017","control16-early disease",0,0,7,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,52,0,0,0,0,0,0,36,0,2121,0,1,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3302,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,64,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,66,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,19,15,19132,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2296,0,2,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0
"135","B3021","control16-early disease",0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,7,0,0,206,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,66,0,286,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,0,0,3,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,2,0,22081,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,4,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,0,0,0,302,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
"137","B3601","control6-early post partum",4,0,2,0,11,42,1,3,5,1,0,42,0,12,8510,3,0,0,0,30,3,5,4,0,5,6,0,27,3,259,0,2,86,0,0,0,1,0,0,5,14,0,4,0,0,0,514,0,6,76,1,0,2,0,0,0,424,2,5,1,2,360,17,50,0,0,12,148,36,15,0,6,0,19,4,0,0,18,2,0,0,1588,5,1,0,2,97,38,0,111,0,5,1,0,2,0,3,0,0,96,0,0,4,2,0,0,139,2,1,0,7,51,5,4,0,19,0,0,0,0,19,26,2189,65,57,0,81,16,0,0,2,3,8,285,12,13,0,4,2314,0,1,0,0,0,1,62,21,1,0,0,0,0,26,38,3,0,2,28,22,14,2,12,3,17,1,5,179,39,15,2,0,1,0,13,5,1,33,4,3,1,0,1,5,0,0,4,16,0,1,0,0,0,2,0,2,0,2,10,1,7,3,234,47,9,0,2,1,0,0,34,45,47,182,0,38,0,0,0,0,0,27,217,0,0,9,0,2,1,11,0,0,4,0,15,1,213,830,0,2,1,1,2,2,0,1,0,0,0,0,14,0,5,0,0,18,390,0,2,566,2,3,3,3,598,2,0,26,5,200,693,1,16,1,138,9,0,190,1,50,24,0,40,0,0,0,0,1,0,0,75,0,0,0,0,0,2,0,113,1,9,0,147,1036,15,304,0,0,0,454,1,309,0,1490,318,9,0,20,0,0,2,0,3,0,0,0,0,11,0
"138","B3603","control6-early post partum",1,0,1,0,7,29,0,0,2,1,0,47,0,7,9767,3,0,0,0,23,1,9,5,0,2,4,3,28,7,229,0,0,79,1,0,6,0,0,0,3,13,0,4,0,0,2,554,0,5,50,0,0,3,0,0,0,340,1,1,0,2,324,10,36,0,7,9,144,31,9,5,4,0,27,1,0,0,6,2,0,0,772,2,0,0,1,92,51,0,54,0,2,1,0,3,2,3,0,0,199,0,0,1,3,0,2,187,1,0,0,1,51,0,1,0,23,0,0,0,0,26,53,2185,61,67,1,52,23,0,0,1,1,8,239,9,27,0,3,2522,0,0,0,0,1,0,23,28,2,0,0,0,0,8,30,1,1,1,9,29,10,2,6,0,10,3,3,160,44,16,1,0,0,0,7,0,1,51,1,1,5,0,1,8,0,0,7,5,0,2,0,1,0,5,0,5,0,2,3,0,15,7,232,30,5,1,1,1,0,0,24,41,41,164,0,35,0,0,0,0,0,48,183,0,0,27,0,0,2,3,2,0,2,0,8,3,179,861,3,0,0,2,3,0,3,2,3,0,0,0,22,1,3,1,0,15,413,3,0,277,1,1,6,1,568,2,0,73,7,190,661,5,11,0,114,2,0,303,0,47,29,2,14,0,0,0,0,0,0,0,1,0,0,1,3,0,8,0,0,4,7,0,145,1199,6,254,0,0,2,452,0,288,0,1515,248,47,0,14,0,1,0,0,0,5,0,0,10,3,0
"139","B3604","control6-early pre-onset",3,0,3,0,7,37,0,4,5,0,0,59,0,12,8925,1,0,0,0,27,8,10,4,0,1,4,0,28,3,216,0,1,60,5,3,3,1,0,0,3,9,0,4,0,0,2,545,0,5,144,0,0,1,0,3,0,364,0,3,1,2,333,12,33,0,0,4,132,47,10,2,6,0,10,4,0,0,29,4,0,0,2253,4,0,0,2,111,33,0,156,0,4,1,0,2,2,1,0,2,32,0,0,1,3,0,1,144,2,5,0,0,45,0,4,0,11,0,0,0,1,21,13,1836,80,59,1,95,13,0,0,0,5,7,269,7,29,0,1,2215,0,0,0,0,0,0,86,38,2,0,0,0,0,121,50,4,1,3,45,24,8,5,7,1,15,2,2,189,25,11,3,0,3,0,5,2,2,46,10,37,1,0,0,4,2,0,9,12,0,0,0,0,1,3,0,3,1,2,12,0,10,8,214,31,8,1,3,0,0,0,25,26,41,164,0,41,0,0,0,0,0,11,232,0,0,24,0,0,0,7,0,0,1,3,10,4,179,899,4,3,3,0,1,0,1,3,1,0,0,0,4,0,15,0,0,18,332,0,1,787,0,1,9,4,716,2,0,12,3,193,649,1,22,1,91,9,0,147,1,50,27,1,46,0,0,2,0,0,1,3,1,1,0,0,0,0,9,0,11,5,5,0,159,1053,17,313,0,0,2,456,2,306,0,808,297,10,0,11,0,0,1,0,0,1,0,0,1,9,0
"140","B3607","control6-early pre-onset",3,0,4,0,11,45,0,5,4,1,0,42,0,9,8146,1,0,2,1,25,7,5,6,0,2,3,3,30,5,196,0,0,72,1,9,2,2,0,0,3,2758,0,2,1,0,6,502,0,2,104,0,0,3,0,0,1,354,2,4,0,1,344,16,23,0,0,7,124,42,13,0,4,0,4,3,0,0,44,1,0,0,1350,3,1,2,1,75,48,0,78,0,7,4,0,5,21,1,0,1,43,0,0,3,1,0,1,128,1,5,0,0,39,1,1,1,19,0,0,0,5,27,14,1885,64,53,52,54,21,0,0,3,5,3,291,6,42,3,3,2047,2,1,0,0,3,2,64,19,3,0,0,1,0,30,39,0,0,0,30,27,9,1,13,2,9,2,8,156,14,5,11,0,2,0,12,1,1,53,8,0,1,0,2,5,2,0,5,16,0,0,0,0,0,2,0,6,0,5,10,0,8,7,195,37,5,0,1,5,2,0,26,23,44,192,0,24,1,0,0,0,0,10,200,0,0,35,0,0,3,2,0,0,1,1,16,0,171,919,1,1,1,2,3,1,1,0,2,0,0,0,5,3,10,0,0,29,393,0,1,463,1,2,8,6,611,2,0,27,6,204,684,1,35,0,130,7,0,103,1,46,22,0,29,0,0,0,0,4,1,0,7,0,0,4,1,0,5,0,7,5,3,0,182,1008,10,294,1,0,4,495,4,262,0,614,248,10,1,18,0,2,1,0,1,6,0,0,0,17,0
"141","B3610","control6-late pre-onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,103,0,0,0,0,11650,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,3,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,13,1,0,166,0,0,0,0,0,0,0,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,15693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,4,0,1,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,3,0,0,0,3,0,2,0,0,5,1,10,0,4,0,0,1,0,0,0,0,0,0,1
